Date,Open,High,Low,Close,Volume,Market Cap
"Feb 13, 2016",384.64,391.86,384.64,391.86,"61,911,700","5,847,990,000"
"Feb 12, 2016",379.69,384.95,379.60,384.26,"67,042,800","5,771,040,000"
"Feb 11, 2016",382.11,383.13,376.40,379.65,"74,375,600","5,806,110,000"
"Feb 10, 2016",376.15,385.48,375.78,381.65,"85,130,900","5,713,880,000"
"Feb 09, 2016",373.42,377.25,372.90,376.03,"55,318,500","5,670,880,000"
"Feb 08, 2016",376.76,379.88,373.33,373.45,"47,671,100","5,720,100,000"
"Feb 07, 2016",376.51,380.87,374.90,376.62,"37,076,300","5,714,760,000"
"Feb 06, 2016",386.59,386.63,372.39,376.52,"49,249,300","5,865,740,000"
"Feb 05, 2016",388.90,391.09,385.57,386.55,"43,825,000","5,898,960,000"
"Feb 04, 2016",370.17,391.61,369.99,389.59,"69,285,500","5,613,380,000"
"Feb 03, 2016",374.65,374.95,368.05,369.95,"45,933,400","5,679,530,000"
"Feb 02, 2016",372.92,375.88,372.92,374.45,"40,378,700","5,651,690,000"
"Feb 01, 2016",369.35,378.07,367.96,373.06,"51,656,700","5,596,090,000"
"Jan 31, 2016",378.29,380.35,367.83,368.77,"37,894,300","5,729,870,000"
"Jan 30, 2016",378.87,380.92,376.49,378.25,"30,284,400","5,736,760,000"
"Jan 29, 2016",380.11,384.38,365.45,379.47,"86,125,300","5,753,970,000"
"Jan 28, 2016",395.15,395.50,379.74,380.29,"59,247,900","5,980,180,000"
"Jan 27, 2016",392.44,396.84,391.78,394.97,"47,424,400","5,937,780,000"
"Jan 26, 2016",392.00,397.77,390.57,392.15,"58,147,000","5,929,520,000"
"Jan 25, 2016",402.32,402.32,388.55,391.73,"59,062,400","6,083,900,000"
"Jan 24, 2016",388.10,405.49,387.51,402.97,"54,824,800","5,867,300,000"
"Jan 23, 2016",382.43,394.54,381.98,387.49,"56,247,400","5,779,890,000"
"Jan 22, 2016",409.75,410.41,375.28,382.49,"91,546,600","6,190,940,000"
"Jan 21, 2016",419.63,422.88,406.30,410.26,"68,338,000","6,338,800,000"
"Jan 20, 2016",379.74,425.27,376.60,420.23,"121,720,000","5,734,760,000"
"Jan 19, 2016",387.03,387.73,378.97,380.15,"46,819,800","5,843,510,000"
"Jan 18, 2016",381.73,388.10,376.67,387.17,"54,403,900","5,761,940,000"
"Jan 17, 2016",387.15,390.96,380.09,382.30,"45,319,600","5,842,270,000"
"Jan 16, 2016",365.07,390.56,354.91,387.54,"120,352,000","5,507,790,000"
"Jan 15, 2016",430.25,430.25,364.33,364.33,"153,351,000","6,489,870,000"
"Jan 14, 2016",432.29,433.32,427.85,430.31,"43,945,500","6,519,110,000"
"Jan 13, 2016",434.67,435.19,424.44,432.37,"173,888,000","6,553,350,000"
"Jan 12, 2016",448.18,448.18,435.69,435.69,"115,607,000","6,755,220,000"
"Jan 11, 2016",448.70,450.66,443.86,448.43,"40,450,000","6,761,090,000"
"Jan 10, 2016",448.24,448.31,440.35,447.99,"35,995,900","6,752,210,000"
"Jan 09, 2016",453.38,454.64,446.89,447.61,"32,278,000","6,828,000,000"
"Jan 08, 2016",457.54,462.93,447.94,453.23,"56,993,000","6,888,600,000"
"Jan 07, 2016",430.01,458.77,429.08,458.05,"87,562,200","6,472,580,000"
"Jan 06, 2016",431.86,431.86,426.34,429.11,"34,042,500","6,498,830,000"
"Jan 05, 2016",433.07,434.18,429.68,431.96,"34,522,600","6,515,380,000"
"Jan 04, 2016",430.06,434.52,429.08,433.09,"38,477,500","6,468,180,000"
"Jan 03, 2016",433.58,433.74,424.71,430.01,"39,633,800","6,519,500,000"
"Jan 02, 2016",434.62,436.06,431.87,433.44,"30,096,600","6,533,630,000"
"Jan 01, 2016",430.72,436.25,427.51,434.33,"36,278,900","6,473,530,000"
